;;;;Chalamont;Chalamont;CONFRANCON;CONFRANCON;Cusset;Cusset;Divonne-Les-Bains;Divonne-Les-Bains;Domerat;Domerat;OYONNAX Arbent;OYONNAX Arbent;Saint-Galmier;Saint-Galmier;Vichy;Vichy
;;;;prix;nom_split;prix;nom_split;prix;nom_split;prix;nom_split;prix;nom_split;prix;nom_split;prix;nom_split;prix;nom_split
categorie;type;nom;poids;;;;;;;;;;;;;;;;
Épicerie sucrée;Desserts sucre et farine;tous les jours tablette de chocolat - pâtissier -  noir;200g ;0.82;['tous les jours tablette de chocolat - pâtissier -  noir'];0.82;['tous les jours tablette de chocolat - pâtissier -  noir'];0.82;['tous les jours tablette de chocolat - pâtissier -  noir'];;;0.85;['tous les jours tablette de chocolat - pâtissier -  noir'];;;;;0.91;['tous les jours tablette de chocolat - pâtissier -  noir']
Épicerie sucrée;Desserts sucre et farine;tutti free 208 sucres morceaux;290g ;2.14;['tutti free 208 sucres morceaux'];;;2.14;['tutti free 208 sucres morceaux'];2.14;['tutti free 208 sucres morceaux'];2.71;['tutti free 208 sucres morceaux'];;;2.14;['tutti free 208 sucres morceaux'];3.04;['tutti free 208 sucres morceaux']
Épicerie sucrée;Desserts sucre et farine;tutti free sucre roux;290g ;;;;;2.85;['tutti free sucre roux'];;;;;;;2.85;['tutti free sucre roux'];3.41;['tutti free sucre roux']
Épicerie sucrée;Desserts sucre et farine;une recette 100% vegan et gourmandes façon pain d'épices.;x 1;2.94;"[""une recette 100% vegan et gourmandes façon pain d'épices.""]";2.94;"[""une recette 100% vegan et gourmandes façon pain d'épices.""]";2.94;"[""une recette 100% vegan et gourmandes façon pain d'épices.""]";2.94;"[""une recette 100% vegan et gourmandes façon pain d'épices.""]";;;;;2.94;"[""une recette 100% vegan et gourmandes façon pain d'épices.""]";;
Épicerie sucrée;Desserts sucre et farine;une recette traditionnelle au mélange savoureux de produits de qualité.;x 1;2.94;['une recette traditionnelle au mélange savoureux de produits de qualité.'];2.94;['une recette traditionnelle au mélange savoureux de produits de qualité.'];2.94;['une recette traditionnelle au mélange savoureux de produits de qualité.'];2.94;['une recette traditionnelle au mélange savoureux de produits de qualité.'];;;;;2.94;['une recette traditionnelle au mélange savoureux de produits de qualité.'];;
Épicerie sucrée;Desserts sucre et farine;vahine agar agar - gélifiant végétal - 4 sachets;8g ;;;2.31;['vahine agar agar - gélifiant végétal - 4 sachets'];;;2.31;['vahine agar agar - gélifiant végétal - 4 sachets'];2.95;['vahine agar agar - gélifiant végétal - 4 sachets'];;;2.31;['vahine agar agar - gélifiant végétal - 4 sachets'];2.95;['vahine agar agar - gélifiant végétal - 4 sachets']
Épicerie sucrée;Desserts sucre et farine;vahine amandes complètes en poudre;100g ;;;;;;;;;;;;;3.31;['vahine amandes complètes en poudre'];;
Épicerie sucrée;Desserts sucre et farine;vahine amandes en poudre;125g ;;;2.58;['vahine amandes en poudre'];;;2.58;['vahine amandes en poudre'];;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine amandes émondées;125g ;;;3.5;['vahine amandes émondées'];3.5;['vahine amandes émondées'];3.5;['vahine amandes émondées'];;;;;3.5;['vahine amandes émondées'];4.14;['vahine amandes émondées']
Épicerie sucrée;Desserts sucre et farine;vahine arôme amande amère;20ml ;1.04;['vahine arôme amande amère'];1.04;['vahine arôme amande amère'];;;;;;;;;1.04;['vahine arôme amande amère'];;
Épicerie sucrée;Desserts sucre et farine;vahine arôme fleurs d'oranger;200ml ;;;1.4;"[""vahine arôme fleurs d'oranger""]";1.4;"[""vahine arôme fleurs d'oranger""]";;;;;;;1.4;"[""vahine arôme fleurs d'oranger""]";;
Épicerie sucrée;Desserts sucre et farine;vahine arôme liquide de vanille;200ml ;;;2.32;['vahine arôme liquide de vanille'];;;2.32;['vahine arôme liquide de vanille'];;;;;2.32;['vahine arôme liquide de vanille'];;
Épicerie sucrée;Desserts sucre et farine;vahine arôme naturel vanille;50ml ;;;3.56;['vahine arôme naturel vanille'];;;3.56;['vahine arôme naturel vanille'];;;;;3.56;['vahine arôme naturel vanille'];;
Épicerie sucrée;Desserts sucre et farine;vahine arôme vanille;20ml ;;;1.99;['vahine arôme vanille'];1.99;['vahine arôme vanille'];1.99;['vahine arôme vanille'];;;;;1.99;['vahine arôme vanille'];;
Épicerie sucrée;Desserts sucre et farine;vahine bigarreaux;150g ;3.09;['vahine bigarreaux'];3.09;['vahine bigarreaux'];;;3.09;['vahine bigarreaux'];;;;;3.09;['vahine bigarreaux'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - amandes décortiquées - biologique;100g ;;;;;;;;;;;;;3.78;['vahine bio - amandes décortiquées - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - amandes effilées - zip fraîcheur - biologique;100g ;;;;;;;4.09;['vahine bio - amandes effilées - zip fraîcheur - biologique'];;;;;4.09;['vahine bio - amandes effilées - zip fraîcheur - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - amandes en poudre - zip fraîcheur - biologique;100g ;;;;;;;;;;;;;;;4.2;['vahine bio - amandes en poudre - zip fraîcheur - biologique']
Épicerie sucrée;Desserts sucre et farine;vahine bio - gélatine alimentaire - sans gluten - 6 feuilles - biologique;10g ;;;;;;;;;;;;;1.4;['vahine bio - gélatine alimentaire - sans gluten - 6 feuilles - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - noisettes décortiquées -  zip fraicheur - biologique;100g ;;;;;;;;;;;;;3.62;['vahine bio - noisettes décortiquées -  zip fraicheur - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - noisettes en poudre - zip fraîcheur - biologique;100g ;;;;;;;3.81;['vahine bio - noisettes en poudre - zip fraîcheur - biologique'];;;;;3.81;['vahine bio - noisettes en poudre - zip fraîcheur - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - noix de coco râpée - zip fraîcheur - biologique;115g ;;;;;;;;;;;;;2.1;['vahine bio - noix de coco râpée - zip fraîcheur - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - pépites de chocolat - lait - biologique;100g ;;;;;;;;;;;;;2.55;['vahine bio - pépites de chocolat - lait - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - raisins secs - sultanines - zip fraicheur - biologique;200g ;;;;;;;;;;;;;2.59;['vahine bio - raisins secs - sultanines - zip fraicheur - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - sucre vanillé - gateau - 5 sachets - biologique;35g ;2.82;['vahine bio - sucre vanillé - gateau - 5 sachets - biologique'];;;;;2.82;['vahine bio - sucre vanillé - gateau - 5 sachets - biologique'];;;;;2.82;['vahine bio - sucre vanillé - gateau - 5 sachets - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bio - vanille bourbon de madagascar - gousse - biologique;x1 ;4.77;['vahine bio - vanille bourbon de madagascar - gousse - biologique'];;;;;;;;;;;4.77;['vahine bio - vanille bourbon de madagascar - gousse - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine bougies  smiley - x15;nan;;;2.53;['vahine bougies  smiley - x15'];;;2.53;['vahine bougies  smiley - x15'];2.95;['vahine bougies  smiley - x15'];;;2.53;['vahine bougies  smiley - x15'];;
Épicerie sucrée;Desserts sucre et farine;vahine bougies pirates - x15;36;2.6;['vahine bougies pirates - x15'];2.6;['vahine bougies pirates - x15'];;;2.6;['vahine bougies pirates - x15'];2.95;['vahine bougies pirates - x15'];;;2.6;['vahine bougies pirates - x15'];;
Épicerie sucrée;Desserts sucre et farine;vahine caramel liquide;700g ;;;3.25;['vahine caramel liquide'];;;3.25;['vahine caramel liquide'];;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine cerneaux de noix;50g ;;;1.55;['vahine cerneaux de noix'];;;1.55;['vahine cerneaux de noix'];;;;;1.55;['vahine cerneaux de noix'];1.78;['vahine cerneaux de noix']
Épicerie sucrée;Desserts sucre et farine;vahine colorants alimentaires;20g ;3.54;['vahine colorants alimentaires'];;;;;3.54;['vahine colorants alimentaires'];;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine colorants alimentaires;3x6ml ;;;1.32;['vahine colorants alimentaires'];;;1.32;['vahine colorants alimentaires'];;;;;1.32;['vahine colorants alimentaires'];;
Épicerie sucrée;Desserts sucre et farine;vahine coulis saveur fruits rouges;1kg ;;;6.49;['vahine coulis saveur fruits rouges'];;;;;;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine cranberries - zip fraîcheur - biologique;100g ;;;;;;;;;;;;;3.67;['vahine cranberries - zip fraîcheur - biologique'];;
Épicerie sucrée;Desserts sucre et farine;vahine crayon pâtissier - a paillettes;25g ;;;;;;;;;;;;;1.45;['vahine crayon pâtissier - a paillettes'];;
Épicerie sucrée;Desserts sucre et farine;vahine crayon pâtissier - goût chocolat noisettes;23g ;1.73;['vahine crayon pâtissier - goût chocolat noisettes'];1.73;['vahine crayon pâtissier - goût chocolat noisettes'];;;1.73;['vahine crayon pâtissier - goût chocolat noisettes'];;;;;1.73;['vahine crayon pâtissier - goût chocolat noisettes'];2.44;['vahine crayon pâtissier - goût chocolat noisettes']
Épicerie sucrée;Desserts sucre et farine;vahine crayon pâtissier - goût vanille;23g ;1.62;['vahine crayon pâtissier - goût vanille'];1.62;['vahine crayon pâtissier - goût vanille'];;;1.62;['vahine crayon pâtissier - goût vanille'];1.95;['vahine crayon pâtissier - goût vanille'];;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine décoration pour gateau - sucre rose;82g ;1.87;['vahine décoration pour gateau - sucre rose'];;;;;;;;;;;1.87;['vahine décoration pour gateau - sucre rose'];;
Épicerie sucrée;Desserts sucre et farine;vahine eclats d'amandes;125g ;3.77;"[""vahine eclats d'amandes""]";3.77;"[""vahine eclats d'amandes""]";;;3.77;"[""vahine eclats d'amandes""]";;;;;3.77;"[""vahine eclats d'amandes""]";;
Épicerie sucrée;Desserts sucre et farine;vahine ecorces d'orange confites;100g ;2.77;"[""vahine ecorces d'orange confites""]";2.77;"[""vahine ecorces d'orange confites""]";;;2.77;"[""vahine ecorces d'orange confites""]";;;;;2.77;"[""vahine ecorces d'orange confites""]";;
Épicerie sucrée;Desserts sucre et farine;vahine fruits confits assortis;150g ;;;;;;;;;;;;;2.99;['vahine fruits confits assortis'];;
Épicerie sucrée;Desserts sucre et farine;vahine gousse de vanille;5g ;7.99;['vahine gousse de vanille'];;;;;;;8.5;['vahine gousse de vanille'];;;7.99;['vahine gousse de vanille'];;
Épicerie sucrée;Desserts sucre et farine;vahine gousse de vanille - x1;3g ;4.13;['vahine gousse de vanille - x1'];4.13;['vahine gousse de vanille - x1'];;;4.13;['vahine gousse de vanille - x1'];3.78;['vahine gousse de vanille - x1'];;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine gousses de vanille souples;x2 ;6.89;['vahine gousses de vanille souples'];6.89;['vahine gousses de vanille souples'];;;6.89;['vahine gousses de vanille souples'];;;;;6.89;['vahine gousses de vanille souples'];;
Épicerie sucrée;Desserts sucre et farine;vahine gélatine alimentaire en feuilles;17g ;;;1.15;['vahine gélatine alimentaire en feuilles'];;;1.15;['vahine gélatine alimentaire en feuilles'];;;;;1.15;['vahine gélatine alimentaire en feuilles'];;
Épicerie sucrée;Desserts sucre et farine;vahine les classiques - amandes effilées;125g ;;;3.25;['vahine les classiques - amandes effilées'];;;;;;;;;3.25;['vahine les classiques - amandes effilées'];;
Épicerie sucrée;Desserts sucre et farine;vahine les classqiues - noisettes décortiquées;125g ;3.2;['vahine les classqiues - noisettes décortiquées'];3.2;['vahine les classqiues - noisettes décortiquées'];3.2;['vahine les classqiues - noisettes décortiquées'];3.2;['vahine les classqiues - noisettes décortiquées'];;;;;3.2;['vahine les classqiues - noisettes décortiquées'];3.59;['vahine les classqiues - noisettes décortiquées']
Épicerie sucrée;Desserts sucre et farine;vahine les torréfiés - amandes effilées grillées;100g ;;;3.66;['vahine les torréfiés - amandes effilées grillées'];;;3.66;['vahine les torréfiés - amandes effilées grillées'];;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine levure chimique;5x11g ;;;0.34;['vahine levure chimique'];;;;;;;;;;;0.64;['vahine levure chimique']
Épicerie sucrée;Desserts sucre et farine;vahine levure chimique - saveur vanille;40g ;1.19;['vahine levure chimique - saveur vanille'];1.19;['vahine levure chimique - saveur vanille'];;;1.19;['vahine levure chimique - saveur vanille'];;;;;1.19;['vahine levure chimique - saveur vanille'];;
Épicerie sucrée;Desserts sucre et farine;vahine levure de boulangerie - traditionnelle;48g ;;;1.12;['vahine levure de boulangerie - traditionnelle'];;;;;;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine levure du boulanger - levée rapide - sachets;x6 ;;;;;;;;;1.36;['vahine levure du boulanger - levée rapide - sachets'];;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine macédoine de fruits confits;150g ;2.32;['vahine macédoine de fruits confits'];2.32;['vahine macédoine de fruits confits'];;;2.32;['vahine macédoine de fruits confits'];;;;;2.32;['vahine macédoine de fruits confits'];;
Épicerie sucrée;Desserts sucre et farine;vahine multi-déco - assortiment de décorations alimentaires;125g ;3.76;['vahine multi-déco - assortiment de décorations alimentaires'];3.76;['vahine multi-déco - assortiment de décorations alimentaires'];;;3.76;['vahine multi-déco - assortiment de décorations alimentaires'];;;;;3.76;['vahine multi-déco - assortiment de décorations alimentaires'];;
Épicerie sucrée;Desserts sucre et farine;vahine nappage chocolat;190g ;2.19;['vahine nappage chocolat'];2.19;['vahine nappage chocolat'];;;2.19;['vahine nappage chocolat'];;;;;2.19;['vahine nappage chocolat'];2.92;['vahine nappage chocolat']
Épicerie sucrée;Desserts sucre et farine;vahine noisettes en poudre;100g ;;;2.92;['vahine noisettes en poudre'];2.92;['vahine noisettes en poudre'];2.92;['vahine noisettes en poudre'];;;;;;;3.85;['vahine noisettes en poudre']
Épicerie sucrée;Desserts sucre et farine;vahine noix de coco râpée;115g ;1.33;['vahine noix de coco râpée'];1.33;['vahine noix de coco râpée'];;;1.33;['vahine noix de coco râpée'];;;;;1.33;['vahine noix de coco râpée'];;
Épicerie sucrée;Desserts sucre et farine;vahine perles multicolores - décoration alimentaire;80g ;1.39;['vahine perles multicolores - décoration alimentaire'];1.39;['vahine perles multicolores - décoration alimentaire'];;;1.39;['vahine perles multicolores - décoration alimentaire'];;;;;1.39;['vahine perles multicolores - décoration alimentaire'];1.96;['vahine perles multicolores - décoration alimentaire']
Épicerie sucrée;Desserts sucre et farine;vahine pignons de pin grillés;45g ;3.76;['vahine pignons de pin grillés'];3.76;['vahine pignons de pin grillés'];;;;;3.95;['vahine pignons de pin grillés'];;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine pralin - praliné;100g ;1.84;['vahine pralin - praliné'];1.84;['vahine pralin - praliné'];1.84;['vahine pralin - praliné'];1.84;['vahine pralin - praliné'];;;;;1.84;['vahine pralin - praliné'];;
Épicerie sucrée;Desserts sucre et farine;vahine pâte d'amande tricolore  - offre découverte;150g ;1.99;"[""vahine pâte d'amande tricolore  - offre découverte""]";1.99;"[""vahine pâte d'amande tricolore  - offre découverte""]";1.99;"[""vahine pâte d'amande tricolore  - offre découverte""]";1.99;"[""vahine pâte d'amande tricolore  - offre découverte""]";;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine pâte à sucre  bleu - sans colorant artificiel - facile à utiliser;250g ;2.9;['vahine pâte à sucre  bleu - sans colorant artificiel - facile à utiliser'];2.9;['vahine pâte à sucre  bleu - sans colorant artificiel - facile à utiliser'];;;2.9;['vahine pâte à sucre  bleu - sans colorant artificiel - facile à utiliser'];2.39;['vahine pâte à sucre  bleu - sans colorant artificiel - facile à utiliser'];;;2.9;['vahine pâte à sucre  bleu - sans colorant artificiel - facile à utiliser'];;
Épicerie sucrée;Desserts sucre et farine;vahine pâte à sucre  rouge - sans colorant artificiel  sans huile de palme- facile à utiliser;100g ;1.23;['vahine pâte à sucre  rouge - sans colorant artificiel  sans huile de palme- facile à utiliser'];1.23;['vahine pâte à sucre  rouge - sans colorant artificiel  sans huile de palme- facile à utiliser'];;;1.23;['vahine pâte à sucre  rouge - sans colorant artificiel  sans huile de palme- facile à utiliser'];0.99;['vahine pâte à sucre  rouge - sans colorant artificiel  sans huile de palme- facile à utiliser'];;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine pâte à sucre blanche - goût vanillé;250g ;3.28;['vahine pâte à sucre blanche - goût vanillé'];3.28;['vahine pâte à sucre blanche - goût vanillé'];3.28;['vahine pâte à sucre blanche - goût vanillé'];3.28;['vahine pâte à sucre blanche - goût vanillé'];;;;;3.28;['vahine pâte à sucre blanche - goût vanillé'];;
Épicerie sucrée;Desserts sucre et farine;vahine pépites chocolat au lait;100g ;;;2.16;['vahine pépites chocolat au lait'];;;;;;;;;2.16;['vahine pépites chocolat au lait'];;
Épicerie sucrée;Desserts sucre et farine;vahine pépites de chocolat noir;100g ;;;1.63;['vahine pépites de chocolat noir'];;;1.63;['vahine pépites de chocolat noir'];;;;;1.63;['vahine pépites de chocolat noir'];;
Épicerie sucrée;Desserts sucre et farine;vahine pépites de chocolat noir;200g ;;;;;;;;;;;;;3.58;['vahine pépites de chocolat noir'];;
Épicerie sucrée;Desserts sucre et farine;vahine raisins blonds;125g ;1.41;['vahine raisins blonds'];1.41;['vahine raisins blonds'];;;1.41;['vahine raisins blonds'];;;;;1.41;['vahine raisins blonds'];;
Épicerie sucrée;Desserts sucre et farine;vahine sucre vanilliné - sachets;x10 ;;;0.78;['vahine sucre vanilliné - sachets'];;;0.78;['vahine sucre vanilliné - sachets'];;;;;0.78;['vahine sucre vanilliné - sachets'];;
Épicerie sucrée;Desserts sucre et farine;vahine sucre vanillé;10x7,5g ;;;1.8;['vahine sucre vanillé'];;;1.8;['vahine sucre vanillé'];;;;;1.8;['vahine sucre vanillé'];;
Épicerie sucrée;Desserts sucre et farine;vahine sucre vanillé;150g ;3.92;['vahine sucre vanillé'];;;;;3.92;['vahine sucre vanillé'];;;;;3.92;['vahine sucre vanillé'];;
Épicerie sucrée;Desserts sucre et farine;vahine sucre vanillé madagascar;37g ;1.75;['vahine sucre vanillé madagascar'];1.75;['vahine sucre vanillé madagascar'];;;;;;;;;;;;
Épicerie sucrée;Desserts sucre et farine;vahine vanille 4 gousses;8g ;8.94;['vahine vanille 4 gousses'];8.94;['vahine vanille 4 gousses'];;;8.94;['vahine vanille 4 gousses'];;;;;8.94;['vahine vanille 4 gousses'];;
Épicerie sucrée;Desserts sucre et farine;vahine vanille en poudre;4g ;;;4.38;['vahine vanille en poudre'];4.38;['vahine vanille en poudre'];4.38;['vahine vanille en poudre'];;;;;;;;
